Timestamp,Distributor_ID,Power_Demand_kWh
2024-05-01 00:00:00,D1,33.54622688864215
2024-05-01 01:00:00,D1,41.806462927750104
2024-05-01 02:00:00,D1,40.58714870433019
2024-05-01 03:00:00,D1,33.3595877188245
2024-05-01 04:00:00,D1,41.07278000148288
2024-05-01 05:00:00,D1,40.98716985199934
2024-05-01 06:00:00,D1,34.65675651595457
2024-05-01 07:00:00,D1,34.72758891794313
2024-05-01 08:00:00,D1,33.810142380189276
2024-05-01 09:00:00,D1,33.8623042040525
2024-05-01 10:00:00,D1,35.11347863837836
2024-05-01 11:00:00,D1,41.746520112577294
2024-05-01 12:00:00,D1,34.99053956185273
2024-05-01 13:00:00,D1,41.478473583666315
2024-05-01 14:00:00,D1,40.62222923477468
2024-05-01 15:00:00,D1,40.194146353443685
2024-05-01 16:00:00,D1,42.106389404800154
2024-05-01 17:00:00,D1,44.29206667901799
2024-05-01 18:00:00,D1,43.737662180825396
2024-05-01 19:00:00,D1,38.07910899458666
2024-05-01 20:00:00,D1,38.39579860332921
2024-05-01 21:00:00,D1,43.72562555246052
2024-05-01 22:00:00,D1,37.69173397316633
2024-05-01 23:00:00,D1,42.32658245060023
2024-05-02 00:00:00,D1,36.814551136130646
2024-05-02 01:00:00,D1,36.82504820706284
2024-05-02 02:00:00,D1,44.41250028053389
2024-05-02 03:00:00,D1,37.30471100972426
2024-05-02 04:00:00,D1,43.85988676338958
2024-05-02 05:00:00,D1,42.22182413613791
2024-05-02 06:00:00,D1,40.78387133120787
2024-05-02 07:00:00,D1,38.97027078291541
2024-05-02 08:00:00,D1,42.67846712736777
2024-05-02 09:00:00,D1,36.817512107170884
2024-05-02 10:00:00,D1,36.08442470590997
2024-05-02 11:00:00,D1,40.18561735859339
2024-05-02 12:00:00,D1,45.596054451156135
2024-05-02 13:00:00,D1,42.21401275498419
2024-05-02 14:00:00,D1,36.78723133325448
2024-05-02 15:00:00,D1,41.47081240411258
2024-05-02 16:00:00,D1,42.89779280119155
2024-05-02 17:00:00,D1,38.47169069342785
2024-05-02 18:00:00,D1,43.84821624296815
2024-05-02 19:00:00,D1,42.60446957397133
2024-05-02 20:00:00,D1,39.17505737850202
2024-05-02 21:00:00,D1,39.57384889767666
2024-05-02 22:00:00,D1,37.00130143962625
2024-05-02 23:00:00,D1,42.081030943880805
2024-05-03 00:00:00,D1,45.54407743144963
2024-05-03 01:00:00,D1,45.48002716961559
2024-05-03 02:00:00,D1,45.509749480806285
2024-05-03 03:00:00,D1,45.48860369902606
2024-05-03 04:00:00,D1,44.4911413366631
2024-05-03 05:00:00,D1,42.32802766962483
2024-05-03 06:00:00,D1,44.80731315016772
2024-05-03 07:00:00,D1,43.154889600744816
2024-05-03 08:00:00,D1,47.5026147929953
2024-05-03 09:00:00,D1,47.19259877953393
2024-05-03 10:00:00,D1,39.532200594418086
2024-05-03 11:00:00,D1,39.18687451748695
2024-05-03 12:00:00,D1,38.91417739326138
2024-05-03 13:00:00,D1,46.795531686581036
2024-05-03 14:00:00,D1,44.45027944780899
2024-05-03 15:00:00,D1,40.261648291911996
2024-05-03 16:00:00,D1,44.95658558483459
2024-05-03 17:00:00,D1,42.16628643507547
2024-05-03 18:00:00,D1,38.79253586676314
2024-05-03 19:00:00,D1,43.3645650556513
2024-05-03 20:00:00,D1,42.873882715844374
2024-05-03 21:00:00,D1,47.91716423350695
2024-05-03 22:00:00,D1,42.259727200215345
2024-05-03 23:00:00,D1,41.73370599070938
2024-05-04 00:00:00,D1,48.05412417459863
2024-05-04 01:00:00,D1,47.08305011046068
2024-05-04 02:00:00,D1,42.59177192597135
2024-05-04 03:00:00,D1,40.157425061285515
2024-05-04 04:00:00,D1,41.94095031850454
2024-05-04 05:00:00,D1,47.59853960784203
2024-05-04 06:00:00,D1,45.99419433709119
2024-05-04 07:00:00,D1,48.16620378970988
2024-05-04 08:00:00,D1,46.4032063054906
2024-05-04 09:00:00,D1,39.88537372364854
2024-05-04 10:00:00,D1,41.36184392223375
2024-05-04 11:00:00,D1,39.897423578128354
2024-05-04 12:00:00,D1,42.52948406411652
2024-05-04 13:00:00,D1,40.78858890549772
2024-05-04 14:00:00,D1,41.360132258134726
2024-05-04 15:00:00,D1,43.23632129998835
2024-05-04 16:00:00,D1,41.53298708675513
2024-05-04 17:00:00,D1,47.532199241127
2024-05-04 18:00:00,D1,47.37105976857583
2024-05-04 19:00:00,D1,40.12468419749725
2024-05-04 20:00:00,D1,49.51391062603132
2024-05-04 21:00:00,D1,47.41588927063726
2024-05-04 22:00:00,D1,46.33294529270404
2024-05-04 23:00:00,D1,47.314146181717625
2024-05-05 00:00:00,D1,44.862166685256504
2024-05-05 01:00:00,D1,44.829362011184685
2024-05-05 02:00:00,D1,41.609294141045375
2024-05-05 03:00:00,D1,43.316156597802326
2024-05-05 04:00:00,D1,47.63933108928718
2024-05-05 05:00:00,D1,42.8107340499264
2024-05-05 06:00:00,D1,46.9097196103969
2024-05-05 07:00:00,D1,50.60812481644605
2024-05-05 08:00:00,D1,41.78198790207688
2024-05-05 09:00:00,D1,48.42484411473479
2024-05-05 10:00:00,D1,46.9050851803326
2024-05-05 11:00:00,D1,45.15885916313045
2024-05-05 12:00:00,D1,49.17097609177546
2024-05-05 13:00:00,D1,45.177033075450844
2024-05-05 14:00:00,D1,41.77026301737341
2024-05-05 15:00:00,D1,41.41703885544895
2024-05-05 16:00:00,D1,50.71196682452845
2024-05-05 17:00:00,D1,46.31457400149819
2024-05-05 18:00:00,D1,50.75971636751372
2024-05-05 19:00:00,D1,46.60218983268087
2024-05-05 20:00:00,D1,44.61727608176861
2024-05-05 21:00:00,D1,47.841187421152696
2024-05-05 22:00:00,D1,48.30179574763416
2024-05-05 23:00:00,D1,47.477666222206125
2024-05-06 00:00:00,D1,46.01111487077464
2024-05-06 01:00:00,D1,50.53717063332634
2024-05-06 02:00:00,D1,47.921967351846874
2024-05-06 03:00:00,D1,42.548861191344464
2024-05-06 04:00:00,D1,47.359936481361764
2024-05-06 05:00:00,D1,43.48199456543174
2024-05-06 06:00:00,D1,50.09403213054158
2024-05-06 07:00:00,D1,46.814308570903144
2024-05-06 08:00:00,D1,50.812935125556734
2024-05-06 09:00:00,D1,51.69582781086762
2024-05-06 10:00:00,D1,43.55211478829851
2024-05-06 11:00:00,D1,42.60020563333499
2024-05-06 12:00:00,D1,47.538822620883245
2024-05-06 13:00:00,D1,42.432552135858785
2024-05-06 14:00:00,D1,48.42117472322122
2024-05-06 15:00:00,D1,50.59636162547148
2024-05-06 16:00:00,D1,51.3331787179386
2024-05-06 17:00:00,D1,46.557883223731224
2024-05-06 18:00:00,D1,43.49250531157872
2024-05-06 19:00:00,D1,45.417742804184094
2024-05-06 20:00:00,D1,50.61256251841921
2024-05-06 21:00:00,D1,45.76196643536303
2024-05-06 22:00:00,D1,42.384440146425824
2024-05-06 23:00:00,D1,48.15554411879164
2024-05-07 00:00:00,D1,49.52249800951812
2024-05-07 01:00:00,D1,46.751926273303376
2024-05-07 02:00:00,D1,50.74473360728864
2024-05-07 03:00:00,D1,45.12701976165766
2024-05-07 04:00:00,D1,47.2387920104405
2024-05-07 05:00:00,D1,46.9664690026961
2024-05-07 06:00:00,D1,48.570948168352174
2024-05-07 07:00:00,D1,51.81830442590595
2024-05-07 08:00:00,D1,45.35609573299442
2024-05-07 09:00:00,D1,50.84958346589478
2024-05-07 10:00:00,D1,51.17112268363072
2024-05-07 11:00:00,D1,48.26241607359594
2024-05-07 12:00:00,D1,49.346212441702406
2024-05-07 13:00:00,D1,51.685738174851
2024-05-07 14:00:00,D1,42.83902023294847
2024-05-07 15:00:00,D1,51.722092453094945
2024-05-07 16:00:00,D1,48.98090878282857
2024-05-07 17:00:00,D1,42.71709241749842
2024-05-07 18:00:00,D1,47.68409964559417
2024-05-07 19:00:00,D1,44.84781895830505
2024-05-07 20:00:00,D1,44.973266035503784
2024-05-07 21:00:00,D1,44.555744380768104
2024-05-07 22:00:00,D1,45.72344899192798
2024-05-07 23:00:00,D1,43.33996031743319
2024-05-08 00:00:00,D1,49.84657186679378
2024-05-08 01:00:00,D1,45.23839367149665
2024-05-08 02:00:00,D1,45.27787902666193
2024-05-08 03:00:00,D1,44.35635108185052
2024-05-08 04:00:00,D1,49.53231259047874
2024-05-08 05:00:00,D1,51.421481563041894
2024-05-08 06:00:00,D1,46.00555185688998
2024-05-08 07:00:00,D1,48.07097057681976
2024-05-08 08:00:00,D1,43.604499364831256
2024-05-08 09:00:00,D1,47.300445298188336
2024-05-08 10:00:00,D1,48.02183023955376
2024-05-08 11:00:00,D1,47.990650818959864
2024-05-08 12:00:00,D1,49.886218654163585
2024-05-08 13:00:00,D1,46.141926156591865
2024-05-08 14:00:00,D1,51.0162174457045
2024-05-08 15:00:00,D1,47.599351714876164
2024-05-08 16:00:00,D1,44.21314743986728
2024-05-08 17:00:00,D1,44.293630214246434
2024-05-08 18:00:00,D1,47.226705293607424
2024-05-08 19:00:00,D1,44.710232832422506
2024-05-08 20:00:00,D1,49.92292318990511
2024-05-08 21:00:00,D1,43.31074321520397
2024-05-08 22:00:00,D1,50.28759310573011
2024-05-08 23:00:00,D1,44.480078732168124
2024-05-09 00:00:00,D1,49.02294048713344
2024-05-09 01:00:00,D1,49.31258421696687
2024-05-09 02:00:00,D1,51.87723389155122
2024-05-09 03:00:00,D1,46.209207007794504
2024-05-09 04:00:00,D1,43.436634883004444
2024-05-09 05:00:00,D1,52.10477610269037
2024-05-09 06:00:00,D1,50.762169559291145
2024-05-09 07:00:00,D1,52.50627836334151
2024-05-09 08:00:00,D1,43.917738716139084
2024-05-09 09:00:00,D1,50.9721672851608
2024-05-09 10:00:00,D1,45.2195444980805
2024-05-09 11:00:00,D1,51.782443447191945
2024-05-09 12:00:00,D1,49.2715250218679
2024-05-09 13:00:00,D1,44.70006434851075
2024-05-09 14:00:00,D1,44.61832262767277
2024-05-09 15:00:00,D1,50.67861046226828
2024-05-09 16:00:00,D1,43.254026117702956
2024-05-09 17:00:00,D1,48.86652203427424
2024-05-09 18:00:00,D1,44.60107089172035
2024-05-09 19:00:00,D1,46.84366803794075
2024-05-09 20:00:00,D1,43.68265495806087
2024-05-09 21:00:00,D1,44.45476517856416
2024-05-09 22:00:00,D1,45.83918479775357
2024-05-09 23:00:00,D1,48.67335826833903
2024-05-10 00:00:00,D1,49.890974130205926
2024-05-10 01:00:00,D1,48.180541582926814
2024-05-10 02:00:00,D1,50.03548923255161
2024-05-10 03:00:00,D1,42.31841999702046
2024-05-10 04:00:00,D1,49.58695571866441
2024-05-10 05:00:00,D1,47.76696974314956
2024-05-10 06:00:00,D1,43.111755340501155
2024-05-10 07:00:00,D1,48.95824038710922
2024-05-10 08:00:00,D1,47.078040636162136
2024-05-10 09:00:00,D1,50.50318215966944
2024-05-10 10:00:00,D1,50.24530505132737
