Timestamp,Distributor_ID,Power_Demand_kWh,Max_Capacity_kWh,Current_Load_kWh,Max_Generation_Rate_kWh,Current_Generation_Rate_kWh,Distributor_Latitude,Distributor_Longitude,Supplier_Latitude,Supplier_Longitude
2024-05-01 00:00:00,D38,126.21884766593968,158.22530856762518,82.02233360673887,812.9179096530368,523.2880167480857,-40.8730545,76.866537,69.1010605,-135.885641
2024-05-01 00:00:00,D38,126.21884766593968,291.7240711392392,139.2160838260262,812.9179096530368,523.2880167480857,-40.8730545,76.866537,69.1010605,-135.885641
2024-05-04 11:00:00,D38,74.54433239738678,158.22530856762518,82.02233360673887,812.9179096530368,523.2880167480857,-40.8730545,76.866537,69.1010605,-135.885641
2024-05-04 11:00:00,D38,74.54433239738678,291.7240711392392,139.2160838260262,812.9179096530368,523.2880167480857,-40.8730545,76.866537,69.1010605,-135.885641
2024-05-07 05:00:00,D38,77.44539439138373,158.22530856762518,82.02233360673887,812.9179096530368,523.2880167480857,-40.8730545,76.866537,69.1010605,-135.885641
2024-05-07 05:00:00,D38,77.44539439138373,291.7240711392392,139.2160838260262,812.9179096530368,523.2880167480857,-40.8730545,76.866537,69.1010605,-135.885641
2024-05-08 17:00:00,D38,116.15615615576662,158.22530856762518,82.02233360673887,812.9179096530368,523.2880167480857,-40.8730545,76.866537,69.1010605,-135.885641
2024-05-08 17:00:00,D38,116.15615615576662,291.7240711392392,139.2160838260262,812.9179096530368,523.2880167480857,-40.8730545,76.866537,69.1010605,-135.885641
2024-05-11 19:00:00,D38,126.53588973724526,158.22530856762518,82.02233360673887,812.9179096530368,523.2880167480857,-40.8730545,76.866537,69.1010605,-135.885641
2024-05-11 19:00:00,D38,126.53588973724526,291.7240711392392,139.2160838260262,812.9179096530368,523.2880167480857,-40.8730545,76.866537,69.1010605,-135.885641
2024-05-12 21:00:00,D38,104.1384460728923,158.22530856762518,82.02233360673887,812.9179096530368,523.2880167480857,-40.8730545,76.866537,69.1010605,-135.885641
2024-05-12 21:00:00,D38,104.1384460728923,291.7240711392392,139.2160838260262,812.9179096530368,523.2880167480857,-40.8730545,76.866537,69.1010605,-135.885641
2024-05-17 16:00:00,D38,157.2084593477074,158.22530856762518,82.02233360673887,812.9179096530368,523.2880167480857,-40.8730545,76.866537,69.1010605,-135.885641
2024-05-17 16:00:00,D38,157.2084593477074,291.7240711392392,139.2160838260262,812.9179096530368,523.2880167480857,-40.8730545,76.866537,69.1010605,-135.885641
