Vehicle ID,Fuel ID,Manufacturer ID,Category ID,Model,Model Year,Alternative Fuel Economy City,Alternative Fuel Economy Highway,Alternative Fuel Economy Combined,Conventional Fuel Economy City,Conventional Fuel Economy Highway,Conventional Fuel Economy Combined,Engine Type,Engine Size,Engine Cylinder Count,Engine/Motor(s) Description,Manufacturer,Manufacturer URL,Category,Fuel Code,Fuel,Electric-Only Range,Total Range,PHEV Type,Notes,Drivetrain,Charging Rate Level 2 (kW),Charging Rate DC Fast (kW),Charging Speed Level 1 (miles added per hour of charging),Charging Speed Level 2 (miles added per hour of charging),Charging Speed DC Fast (miles added per hour of charging),Battery Voltage,Battery Capacity Amp Hours,Battery Capacity kWh,Seating Capacity
12165,57,215,27,Volt,2019,"","",110,43,42,42,SI,1.5L,4,"1.5L I4;
48 kW & 87 kW electric motor",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,53,"",Non-Blended,"","","","","","","","","","",""
12087,57,223,9,Pacifica Hybrid,2019,"","",82,29,30,30,SI,3.6L,6,"3.6L V6;
89 kW electric motor",Chrysler,http://www.chrysler.com,Van,PHEV,Plug-in Hybrid Electric,32,"",Blended,"","","","","","","","","","",""
12234,57,219,25,F-150,2019,"","","","","","","","2.7L, 3.3L",6,"2.7L V6, 3.3L V6;
XL XLP Plug-in Hybrid Electric System",Ford,https://www.ford.com,Pickup,PHEV,Plug-in Hybrid Electric,"","",Blended,"This vehicle is available with a plug-in hybrid electric power train developed and installed by XL, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.","","","","","","","","","",""
12088,57,219,27,Fusion Energi Plug in Hybrid FWD,2019,"","",103,43,40,42,SI,2.0L,4,"2.0L I4;
68 kW electric motor",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,26,"",Blended,"","","","","","","","","","",""
12213,57,219,27,Fusion Special Service Vehicle PHEV,2019,"","",102,43,40,42,SI,2.0L,4,"2.0L I4;
68 kW electric motor",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,26,"",Blended,"","","","","","","","","","",""
12235,57,219,25,Super Duty F-250 2WD/4WD,2019,"","","","","","",SI,6.2L,8,"6.2L V8;
XL XLP Plug-in Hybrid Electric System",Ford,https://www.ford.com,Pickup,PHEV,Plug-in Hybrid Electric,"","",Blended,"This vehicle is available with a plug-in hybrid electric power train developed and installed by XL, an approved qualified vehicle modifier (QVM). It is available for delivery through select Ford dealerships, without impacting OEM warranties or service agreements.","","","","","","","","","",""
12194,57,209,27,Clarity PHEV,2019,"","",110,44,40,42,SI,1.5L,4,"1.5L I4;
135 kW electric motor",Honda,http://automobiles.honda.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,48,"",Blended,"","","","","","","","","","",""
12089,57,351,27,Ioniq Plug-in Hybrid,2019,"","",119,53,52,52,SI,1.6L,4,"1.6L I4;
32 kW electric motor",Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,29,"",Blended,"","","","","","","","","","",""
12400,57,424,27,Revero,2019,60,"",60,19,21,20,SI,2.0L,4,"2.0L I4;
150 kW electric motors (x2)",Karma,"",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,37,"",Non-Blended,"","","","","","","","","","",""
12166,57,361,27,Niro Plug-in Hybrid,2019,"","",105,48,44,46,SI,1.6L,4,"1.6L I4;
32 kW electric motor",Kia,http://www.kia.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,26,"",Blended,"","","","","","","","","","",""
12090,57,361,27,Optima Plug-In Hybrid,2019,"","",103,38,43,40,SI,2.0L,4,"2.0L I4;
50 kW electric motor",Kia,http://www.kia.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,29,"",Blended,"","","","","","","","","","",""
12167,57,239,29,GLC 350e 4MATIC,2019,"","",56,24,27,25,SI,2.0L ,4,"2.0L I4;
85 kW electric motor",Mercedes-Benz,https://www.mbusa.com,SUV,PHEV,Plug-in Hybrid Electric,10,"",Blended,"","","","","","","","","","",""
12401,57,239,29,S 560e,2019,64,"",64,21,26,23,SI,3.0L,4,"3.0L I4;
90 kW electric motor",Mercedes-Benz,https://www.mbusa.com,SUV,PHEV,Plug-in Hybrid Electric,19,"",Blended,"","","","","","","","","","",""
12054,57,425,27,Cooper SE Countryman ALL4,2019,"","",65,28,27,27,SI,1.5L,3,"1.5L I3;
65 kW electric motor",Mini,"",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,12,"",Blended,"","","","","","","","","","",""
12168,57,263,29,Outlander PHEV,2019,"","",74,25,26,25,SI,2.0L,4,"2.0L I4;
60 kW electric motor",Mitsubishi,http://www.mitsubishicars.com/MMNA/jsp/find.do?loc=en-us,SUV,PHEV,Plug-in Hybrid Electric,22,"",Blended,"","","","","","","","","","",""
12402,57,391,29,Cayenne e-Hybrid,2019,46,"",46,20,22,21,SI,3.0L ,6,"3.0L V6;
99 kW electric motor",Porsche,http://www.porsche.com,SUV,PHEV,Plug-in Hybrid Electric,13,"",Blended,"","","","","","","","","","",""
12236,57,391,27,Panamera 4 e-Hybrid,2019,"","",51,21,24,23,SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,14,"",Non-Blended,"","","","","","","","","","",""
12238,57,391,27,Panamera 4 e-Hybrid Executive,2019,"","",51,21,24,23,SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,14,"",Non-Blended,"","","","","","","","","","",""
12237,57,391,27,Panamera 4 e-Hybrid ST,2019,"","",51,21,24,23,SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,14,"",Non-Blended,"","","","","","","","","","",""
12240,57,391,27,Panamera Turbo S e-Hybrid,2019,"","",48,19,22,20,SI,4.0L,8,"4.0L V8;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,14,"",Non-Blended,"","","","","","","","","","",""
12239,57,391,27,Panamera Turbo S e-Hybrid Executive,2019,"","",48,19,22,20,SI,4.0L,8,"4.0L V8;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,14,"",Non-Blended,"","","","","","","","","","",""
12241,57,391,27,Panamera Turbo S e-Hybrid ST,2019,"","",48,19,22,20,SI,4.0L,8,"4.0L V8;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,14,"",Non-Blended,"","","","","","","","","","",""
12212,57,383,29,Crosstrek Hybrid AWD,2019,"","",90,36,35,35,"",2.0L,4,"2.0L I4;
88 kW electric motor",Subaru,http://www.subaru.com/,SUV,PHEV,Plug-in Hybrid Electric,17,"",Blended,"","","","","","","","","","",""
12195,57,221,27,Prius Prime,2019,"","",133,55,53,54,"",1.8L,4,"1.8L I4;
23 & 53 kW electric motor",Toyota,http://www.toyota.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,25,"",Blended,"","","","","","","","","","",""
12242,57,395,27,S60 AWD,2019,"","",74,29,34,31,SI,2.0L,4,"2.0L I4;
34 & 65 kW electric motors",Volvo,"",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,22,"",Blended,"","","","","","","","","","",""
12071,57,395,27,S90 AWD,2019,"","",71,26,33,29,SI,2.0L,4,"2.0L I4;
34 & 65 kW electric motors",Volvo,"",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,21,"",Blended,"","","","","","","","","","",""
12072,57,395,29,XC60 AWD,2019,"","",58,25,28,26,SI,2.0L,4,"2.0L I4;
34 & 65 kW electric motors",Volvo,"",SUV,PHEV,Plug-in Hybrid Electric,17,"",Blended,"","","","","","","","","","",""
12073,57,395,29,XC90 AWD,2019,"","",58,24,27,25,SI,2.0L,4,"2.0L I4;
34 & 65 kW electric motors",Volvo,"",SUV,PHEV,Plug-in Hybrid Electric,17,"",Blended,"","","","","","","","","","",""
11936,57,377,27,A3 e-tron,2018,83,"","",34,39,"",SI,1.4L,4,"1.4L I4;
80 kW electric motor",Audi,http://progress.audiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11937,57,211,27,330e,2018,71,"","",28,34,"",SI,2.0L,4,"2.0L I4;
83 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11938,57,211,27,530e,2018,72,"","",28,34,"",SI,2.0L,4,"2.0L I4;
83 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11939,57,211,27,530e xDrive,2018,67,"","",27,31,"",SI,2.0L,4,"2.0L I4;
83 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11940,57,211,27,740e xDrive,2018,64,"","",25,29,"",SI,2.0L,4,"2.0L I4;
83 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11969,57,211,27,I3 (94Ah) with Range Extender,2018,109,"","",36,33,"",SI,0.6L,"","0.6L I2;
125 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11970,57,211,27,I3s (94Ah) with Range Extender,2018,109,"","",36,33,"",SI,0.6L,"","0.6L I2;
125 kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11941,57,211,29,X5 xDrive40e,2018,56,"","",23,25,"",SI,2.0L,4,"2.0L I4;
83 kW electric motor",BMW,https://www.bmwusa.com,SUV,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11942,57,231,27,CT6 Plug-In,2018,62,"","",23,29,"",SI,2.0L,4,"2.0L I4;
59 kW & 61 kW electric motor",Cadillac,http://www.cadillac.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11943,57,215,27,Volt,2018,106,"","",43,42,"",SI,1.5L,4,"1.5L I4;
48 kW & 87 kW electric motor",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11944,57,223,9,Pacifica PHEV,2018,84,"","",32,33,"",SI,3.6L,6,"3.6L V6;
89 kW electric motor",Chrysler,http://www.chrysler.com,Van,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11996,57,219,25,F-150,2018,"","","","","","","","2.7L, 3.3L",6,"2.7L V6, 3.3L V6;
XL Hybrids drive system",Ford,https://www.ford.com,Pickup,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11945,57,219,27,Fusion Energi Plug in Hybrid,2018,97,"","",43,41,"",SI,2.0L,4,"2.0L I4;
68 kW electric motor",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11946,57,209,27,Clarity PHEV,2018,110,"","",44,40,"",SI,1.5L,4,"1.5L I4;
135 kW electric motor",Honda,http://automobiles.honda.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11947,57,351,27,Ioniq Plug-in Hybrid,2018,119,"","",53,52,"",SI,1.6L,4,"1.6L I4;
32 kW electric motor",Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
12026,57,351,27,Sonata Plug-in Hybrid,2018,99,"","",37,42,"",SI,2.0L,4,"2.0L I4;
50 kW electric motor",Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11949,57,424,27,Revero,2018,60,"","",20,21,"",SI,2.0L,4,"2.0L I4;
150 kW & 150 kW electric motor",Karma,"",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11971,57,361,27,Niro Plug-in Hybrid,2018,105,"","",48,44,"",SI,1.6L,4,"1.6L I4;
32 kW electric motor",Kia,http://www.kia.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11948,57,361,27,Optima Plug-In Hybrid,2018,103,"","",38,43,"",SI,2.0L,4,"2.0L I4;
50 kW electric motor",Kia,http://www.kia.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11973,57,239,27,C350e,2018,56,"","",28,32,"",SI,2.0L ,4,"2.0L I4;
60 kW electric motor",Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11984,57,239,29,GLC 350e 4MATIC,2018,74,"","",24,27,"",SI,2.0L ,4,"2.0L I4;
60 kW electric motor",Mercedes-Benz,https://www.mbusa.com,SUV,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11950,57,239,29,GLE550e,2018,69,"","",20,23,"",SI,3.0L,6,"3.0L V6;
85 kW electric motor",Mercedes-Benz,https://www.mbusa.com,SUV,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11951,57,425,27,Cooper SE Countryman ALL4,2018,65,"","",28,27,"",SI,1.5L,3,"1.5L I3;
65 kW electric motor",Mini,"",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11972,57,263,29,Outlander PHEV,2018,74,"","",25,26,"",SI,2.0L,4,"2.0L I4;
60 kW electric motor",Mitsubishi,http://www.mitsubishicars.com/MMNA/jsp/find.do?loc=en-us,SUV,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11997,57,391,29,Cayenne S e-Hybrid,2018,47,"","",21,24,"",SI,3.0L ,6,"3.0L V6;
70 kW electric motor",Porsche,http://www.porsche.com,SUV,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
12027,57,391,27,Panamera 4 e-Hybrid,2018,46,"","",20,25,"",SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
12028,57,391,27,Panamera 4 e-Hybrid Executive,2018,46,"","",20,25,"",SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11998,57,391,27,Panamera 4 e-Hybrid ST,2018,46,"","",20,25,"",SI,2.9L,6,"2.9L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11999,57,391,27,Panamera Turbo S e-Hybrid,2018,49,"","",19,23,"",SI,4.0L,6,"4.0L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
12000,57,391,27,Panamera Turbo S e-Hybrid Executive,2018,49,"","",19,23,"",SI,4.0L,6,"4.0L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
12001,57,391,27,Panamera Turbo S e-Hybrid ST,2018,49,"","",19,23,"",SI,4.0L,6,"4.0L V6;
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11985,57,221,27,Prius Prime,2018,"","",133,55,53,54,"",1.8L,4,"1.8L I4;
53 kW electric motor",Toyota,http://www.toyota.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,25,"",Blended,"","","","","","","","","","",""
11952,57,395,27,S90 AWD,2018,71,"","",26,33,"",SI,2.0L,4,"2.0L I4;
34 & 65 kW electric motor",Volvo,"",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11953,57,395,29,XC60 AWD,2018,59,"","",26,28,"",SI,2.0L,4,"2.0L I4;
34 & 65 kW electric motor",Volvo,"",SUV,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11954,57,395,29,XC90 AWD,2018,62,"","",26,30,"",SI,2.0L,4,"2.0L I4;
34 & 65 kW electric motor",Volvo,"",SUV,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11715,57,377,27,A3 e-tron,2017,83,"","","","","",e-motor,1.4L,"",1.4L I4 80 kW electric motor,Audi,http://progress.audiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11716,57,211,27,330e,2017,71,"","","","","",e-motor,2.0L,"",2.0L I4 83 kW electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11717,57,211,27,740e xDrive,2017,64,"","",25,29,"",e-motor,2.0L,"",2.0L I4 83 kW electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11718,57,211,27,I3 REX,2017,111,"","","","","",e-motor,0.6L,"",0.6L I2 125 kW electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11719,57,211,27,I8,2017,"","","","","","",e-motor,1.5L,"",1.5L I3 96 kW electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11720,57,211,29,X5 xDrive40e,2017,"","","","","","",e-motor,2.0L,"",2.0L I4 83 kW electric motor,BMW,https://www.bmwusa.com,SUV,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11784,57,231,27,CT6 PHEV,2017,"","","",23,29,"",SI,2.0L,4,2.0L I4,Cadillac,http://www.cadillac.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11721,57,215,27,Volt,2017,106,"","","","","",e-motor,1.5L,"",1.5L I4 48 kW & 87 kW electric motor,Chevrolet,http://www.chevrolet.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11816,57,223,27,Pacifica PHEV,2017,"","","","","","",SI,3.6L,"",3.6L V6 / 89 kW electric motor,Chrysler,http://www.chrysler.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11787,57,219,27,C-Max Energi,2017,"","","","","","",SI,2.0L,4,"2.0L I4
7.6 kW electric motor",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11722,57,219,27,Fusion Energi Plug in Hybrid,2017,97,"","","","","",e-motor,2.0L ,"",2.0L I4 68 kW electric motor,Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11788,57,351,27,Ioniq,2017,"","","","","","",SI,1.6L,4,"1.6L I4
45 kW electric motor",Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11723,57,351,27,Sonata Plug-in Hybrid,2017,99,"","","","","",SI,2.0L,"",2.0L I4 50 kW electric motor,Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11797,57,361,27,Optima Plug-In Hybrid,2017,103,"","",38,43,"",SI,2.0L,4,"2.0L I4;
50 kW electric motor",Kia,http://www.kia.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11799,57,239,27,C350e,2017,"","","","","","",SI,3.0L,6,"3.0L V6
60 kW electric motor",Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11798,57,239,29,GLE550e,2017,43,"","",20,23,"",SI,3.0L,6,"3.0L V6
85 kW electric motor",Mercedes-Benz,https://www.mbusa.com,SUV,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11800,57,239,27,S550e,2017,58,"","",24,30,"",SI,3.0L,6,"3.0L V6
85 kW electric motor",Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11769,57,391,27,918 Spyder,2017,"","","","","","",SI,4.6L,8,4.6L V8,Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11801,57,391,29,Cayenne S e-Hybrid,2017,46,"","",21,24,"",SI,3.0L,6,"3.0L V6
70 kW electric motor",Porsche,http://www.porsche.com,SUV,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11724,57,391,29,Cayenne S e-Hybrid,2017,"","","","","","",e-motor,3.0L,"",3.0L V6 70 kW electric motor,Porsche,http://www.porsche.com,SUV,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11770,57,391,27,Panamera 4 e-Hybrid,2017,"","","","","","",SI,3.0L,6,"3.0L V6
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11810,57,221,27,Prius Prime,2017,133,"","","","","","",1.8L,4,"1.8L I4
53 kW electric motor",Toyota,http://www.toyota.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11725,57,395,29,XC90 T8 Plug-in Hybrid,2017,"","","","","","",e-motor,2.0L,"",2.0L I4 34 & 65 kW electric motor,Volvo,"",SUV,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11811,57,395,29,XC90 T8 Plug-in Hybrid,2017,54,"","",24,27,"",SI,2.0L,4,"2.0L I4
34 & 65 kW electric motor",Volvo,"",SUV,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11612,57,377,27,A3 Sportback e-tron,2016,"","","","","","",SI,1.4L,"","1.4L I4
75 kW electric drive",Audi,http://progress.audiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11613,57,211,27,i3 REX,2016,117,"","",41,37,"",SI,0.6L,"",0.6L I2 125kW electric motor,BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11614,57,211,27,i8 Plug-in Hybrid,2016,76,"","",28,29,"",SI,1.5L,"","1.5L I3
96kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11615,57,211,29,X5 xDrive40e Plug-in Hybrid,2016,56,"","",21,24,"",SI,2.0L,"","2.0L I4
83 kW electric motor",BMW,https://www.bmwusa.com,SUV,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11616,57,231,27,ELR,2016,85,"","",31,33,"",SI,1.4L,"","1.4L I4
111 kW electric drive",Cadillac,http://www.cadillac.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11617,57,215,27,Volt,2016,106,"","",42,42,"",SI,1.4L,"","1.4L I4
111 kW electric drive",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11618,57,219,27,C-MAX Energi,2016,88,"","",40,36,"",SI,2.0L,"","2.0L I4
68 kW electric drive",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11619,57,219,27,Fusion Energi,2016,88,"","",40,36,"",SI,2.0L,"","2.0L I4
68 kW electric drive",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11620,57,351,27,Sonata Plug-in Hybrid,2016,99,"","",38,41,"",SI,2.4L,"","2.4L I4
50 kW electric motor",Hyundai,http://www.hyundaiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11621,57,389,27,P1,2016,18,"","",16,20,"",SI,3.8L,"","3.8L V8
132 kW electric motor",McLaren,http://www.mclaren.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11622,57,239,27,C350e Plug-in Hybrid,2016,"","","","","","",SI,2.0L,"","2.0L I4
60 kW electric motor",Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11623,57,239,27,S550e Plug-in Hybrid,2016,58,"","",24,30,"",SI,3.0L,"","3.0L V6
85 kW electric motor",Mercedes-Benz,https://www.mbusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11624,57,391,29,Cayenne S E-Hybrid,2016,47,"","",21,24,"",SI,3.0L,"","3.0L V6
70 kW electric motor",Porsche,http://www.porsche.com,SUV,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11625,57,391,27,Panamera S E-Hybrid,2016,51,"","",23,29,"",SI,3.0L,"","3.0L V6
70 kW electric motor",Porsche,http://www.porsche.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11626,57,221,27,Prius Plug-in,2016,"","","","","","",SI,1.8L,"","1.8L I4
38 kW electric drive",Toyota,http://www.toyota.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11627,57,395,27,XC90 T8 Plug-in Hybrid,2016,"","","","","","",SI,2.0L,"","2.0L I4
65 kW electric motor",Volvo,"",Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11329,57,377,27,A3 e-tron,2015,"","","","","","","",1.4,4,"1.4L I4, 75 kW electric drive",Audi,http://progress.audiusa.com/,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11331,57,211,27,i3 w/Range Extender,2015,117,"","","","","","",0.6L,"","0.6L I2, 125kW electric motor",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11330,57,211,27,i8,2015,76,"","","","","","",1.5,3,"1.5L I3, 96 kW electric drive",BMW,https://www.bmwusa.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11332,57,231,27,ELR,2015,82,"","",31,35,"","",1.4L,"","1.4L I4, 111 kW electric motor",Cadillac,http://www.cadillac.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11333,57,215,27,Volt,2015,98,"","",35,40,"","",1.4L,"","1.4L I4, 111 kW electric motor",Chevrolet,http://www.chevrolet.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11334,57,219,27,C-MAX Energi,2015,88,"","",40,36,"","",2.0L,4,"2.0L I4, 68 kW electric motor",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
11335,57,219,27,Fusion Energi,2015,88,"","",40,36,"","",2.0L,4,"2.0L I4, 68 kW electric motor",Ford,https://www.ford.com,Sedan/Wagon,PHEV,Plug-in Hybrid Electric,"","","","","","","","","","","","","",""
